label|rel_type|source|source_id|source_type|source_url|target_id|target_type
capable_of|capable_of|Cell Ontology|CL_0000118|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0061534|biological_process
capable_of|capable_of|Cell Ontology|CL_0000129|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0045087|biological_process
capable_of|capable_of|Cell Ontology|CL_0000135|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0045766|biological_process
capable_of|capable_of|Cell Ontology|CL_0000135|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0042060|biological_process
capable_of|capable_of|Cell Ontology|CL_0000135|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0002495|biological_process
capable_of|capable_of|Cell Ontology|CL_0000145|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0002504|biological_process
capable_of|capable_of|Cell Ontology|CL_0000151|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0032940|biological_process
capable_of|capable_of|Cell Ontology|CL_0000154|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0009306|biological_process
capable_of|capable_of|Cell Ontology|CL_0000157|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0043129|biological_process
capable_of|capable_of|Cell Ontology|CL_0000162|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0001696|biological_process
capable_of|capable_of|Cell Ontology|CL_0000165|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0046879|biological_process
capable_of|capable_of|Cell Ontology|CL_0000167|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0030072|biological_process
capable_of|capable_of|Cell Ontology|CL_0000168|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0030073|biological_process
capable_of|capable_of|Cell Ontology|CL_0000169|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0030073|biological_process
capable_of|capable_of|Cell Ontology|CL_0000170|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0070091|biological_process
capable_of|capable_of|Cell Ontology|CL_0000172|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0070253|biological_process
capable_of|capable_of|Cell Ontology|CL_0000174|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0035929|biological_process
capable_of|capable_of|Cell Ontology|CL_0000176|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0045457|biological_process
capable_of|capable_of|Cell Ontology|CL_0000177|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0035936|biological_process
capable_of|capable_of|Cell Ontology|CL_0000179|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0042701|biological_process
capable_of|capable_of|Cell Ontology|CL_0000180|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0035938|biological_process
capable_of|capable_of|Cell Ontology|CL_0000182|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0006699|biological_process
capable_of|capable_of|Cell Ontology|CL_0000182|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0098754|biological_process
capable_of|capable_of|Cell Ontology|CL_0000197|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050906|biological_process
capable_of|capable_of|Cell Ontology|CL_0000199|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050974|biological_process
capable_of|capable_of|Cell Ontology|CL_0000200|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050976|biological_process
capable_of|capable_of|Cell Ontology|CL_0000202|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050910|biological_process
capable_of|capable_of|Cell Ontology|CL_0000203|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0070999|biological_process
capable_of|capable_of|Cell Ontology|CL_0000205|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050960|biological_process
capable_of|capable_of|Cell Ontology|CL_0000206|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050907|biological_process
capable_of|capable_of|Cell Ontology|CL_0000207|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050911|biological_process
capable_of|capable_of|Cell Ontology|CL_0000209|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050912|biological_process
capable_of|capable_of|Cell Ontology|CL_0000210|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050908|biological_process
capable_of|capable_of|Cell Ontology|CL_0000219|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0048870|biological_process
capable_of|capable_of|Cell Ontology|CL_0000232|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0008015|biological_process
capable_of|capable_of|Cell Ontology|CL_0000234|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0006909|biological_process
capable_of|capable_of|Cell Ontology|CL_0000235|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0002504|biological_process
capable_of|capable_of|Cell Ontology|CL_0000235|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0031268|biological_process
capable_of|capable_of|Cell Ontology|CL_0000236|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0019724|biological_process
capable_of|capable_of|Cell Ontology|CL_0000242|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0007269|biological_process
capable_of|capable_of|Cell Ontology|CL_0000295|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0030252|biological_process
capable_of|capable_of|Cell Ontology|CL_0000300|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0009566|biological_process
capable_of|capable_of|Cell Ontology|CL_0000312|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0042060|biological_process
capable_of|capable_of|Cell Ontology|CL_0000312|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0002775|biological_process
capable_of|capable_of|Cell Ontology|CL_0000312|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0002776|biological_process
capable_of|capable_of|Cell Ontology|CL_0000319|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0070254|biological_process
capable_of|capable_of|Cell Ontology|CL_0000329|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0015671|biological_process
capable_of|capable_of|Cell Ontology|CL_0000343|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050908|biological_process
capable_of|capable_of|Cell Ontology|CL_0000346|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0060638|biological_process
capable_of|capable_of|Cell Ontology|CL_0000346|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0042634|biological_process
capable_of|capable_of|Cell Ontology|CL_0000379|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0050893|biological_process
capable_of|capable_of|Cell Ontology|CL_0000394|cell_type|http://purl.obolibrary.org/obo/cl.owl|GO_0035010|biological_process
