database|detection_method|evidence|evidence_type|label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20617556"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000173039|gene|tflink.net|ENSG00000096717|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18929412"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000112182|gene|tflink.net|ENSG00000171791|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000077092|gene|tflink.net|ENSG00000133321|gene|9606
"[""HTRI"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22900683"", ""pubmed:29126285"", ""pubmed:19376833""]"|small_scale_evidence|regulates|TFLink|ENSG00000140009|gene|tflink.net|ENSG00000163485|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20372076"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:20036872"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000198625|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000166200|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:12297725"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000172216|gene|tflink.net|ENSG00000160180|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000124253|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:26028330"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000057935|gene|tflink.net|ENSG00000170558|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:12676954""]"|small_scale_evidence|regulates|TFLink|ENSG00000120690|gene|tflink.net|ENSG00000129226|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:17244530"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000171720|gene|tflink.net|ENSG00000177606|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:17149590"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000182759|gene|tflink.net|ENSG00000173599|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:22276142"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000137309|gene|tflink.net|ENSG00000039068|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000119383|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22199242"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000148516|gene|tflink.net|ENSG00000169031|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20211142"", ""pubmed:19466541"", ""pubmed:27924024"", ""pubmed:15252835"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000012048|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:20713527""]"|small_scale_evidence|regulates|TFLink|ENSG00000152977|gene|tflink.net|ENSG00000130522|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000100644|gene|tflink.net|ENSG00000005339|gene|9606
"[""HTRI""]"|DNase I footprinting electrophoretic mobility shift assay inferred by curator|"[""pubmed:11470525"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000172845|gene|tflink.net|ENSG00000172817|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:21700680""]"|small_scale_evidence|regulates|TFLink|ENSG00000012048|gene|tflink.net|ENSG00000175197|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:9858544"", ""pubmed:27924024"", ""pubmed:20211142""]"|small_scale_evidence|regulates|TFLink|ENSG00000119138|gene|tflink.net|ENSG00000137203|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:16712787"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000178585|gene|tflink.net|ENSG00000104435|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:23418492"", ""pubmed:21799854"", ""pubmed:29087512"", ""pubmed:9083102""]"|small_scale_evidence|regulates|TFLink|ENSG00000067082|gene|tflink.net|ENSG00000204941|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000089280|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:19661484""]"|small_scale_evidence|regulates|TFLink|ENSG00000136826|gene|tflink.net|ENSG00000178726|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000135801|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:9797456""]"|small_scale_evidence|regulates|TFLink|ENSG00000136717|gene|tflink.net|ENSG00000136997|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000123268|gene|tflink.net|ENSG00000115738|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000185697|gene|tflink.net|ENSG00000171791|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21135115""]"|small_scale_evidence|regulates|TFLink|ENSG00000074047|gene|tflink.net|ENSG00000134853|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:21317427"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000196591|gene|tflink.net|ENSG00000073282|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:20037778""]"|small_scale_evidence|regulates|TFLink|ENSG00000276043|gene|tflink.net|ENSG00000085563|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:10580145"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000163810|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118260|gene|tflink.net|ENSG00000108654|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:25675114"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000084676|gene|tflink.net|ENSG00000073734|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:11477089""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000027697|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:7829523"", ""pubmed:26578589"", ""pubmed:7559515"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000087085|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21447649""]"|small_scale_evidence|regulates|TFLink|ENSG00000168310|gene|tflink.net|ENSG00000121966|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:14691458""]"|small_scale_evidence|regulates|TFLink|ENSG00000074047|gene|tflink.net|ENSG00000137745|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:21123766"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000198911|gene|tflink.net|ENSG00000143921|gene|9606
"[""GTRD"", ""HTRI"", ""IntAct_via_DoRothEA"", ""KEGG_via_DoRothEA"", ""PAZAR"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22892083"", ""pubmed:29126285"", ""pubmed:21878914"", ""pubmed:24234451"", ""pubmed:27899662"", ""pubmed:25303530"", ""pubmed:11517191"", ""pubmed:14722073"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:18414489"", ""pubmed:22396492"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:19569049""]"|small_scale_evidence|regulates|TFLink|ENSG00000091831|gene|tflink.net|ENSG00000136997|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000145087|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:21693597"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000134046|gene|tflink.net|ENSG00000196730|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:19657746""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000152348|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:12237165""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000089250|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21192791""]"|small_scale_evidence|regulates|TFLink|ENSG00000132005|gene|tflink.net|ENSG00000125726|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:24234451"", ""pubmed:22820162""]"|small_scale_evidence|regulates|TFLink|ENSG00000204103|gene|tflink.net|ENSG00000152377|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:24234451"", ""pubmed:22094255""]"|small_scale_evidence|regulates|TFLink|ENSG00000130816|gene|tflink.net|ENSG00000086289|gene|9606
"[""GTRD"", ""HTRI"", ""TRRUST""]"|DNase I footprinting chromatin immunoprecipitation assay inferred by curator|"[""pubmed:12813038"", ""pubmed:1508207"", ""pubmed:27924024"", ""pubmed:8114740"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000025156|gene|tflink.net|ENSG00000170606|gene|9606
"[""GTRD"", ""HTRI"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:27924024"", ""pubmed:12695333"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000100292|gene|9606
"[""KEGG_via_DoRothEA"", ""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:11258423"", ""pubmed:18723135"", ""pubmed:27899662""]"|small_scale_evidence|regulates|TFLink|ENSG00000143390|gene|tflink.net|ENSG00000179344|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:23836662""]"|small_scale_evidence|regulates|TFLink|ENSG00000132326|gene|tflink.net|ENSG00000019549|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15555279"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101665|gene|tflink.net|ENSG00000124762|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:14604992"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000102038|gene|tflink.net|ENSG00000026508|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:18456661""]"|small_scale_evidence|regulates|TFLink|ENSG00000129993|gene|tflink.net|ENSG00000140262|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:22019592"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:23386123""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000164985|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:12837275""]"|small_scale_evidence|regulates|TFLink|ENSG00000140464|gene|tflink.net|ENSG00000141510|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000221869|gene|tflink.net|ENSG00000133661|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21858148""]"|small_scale_evidence|regulates|TFLink|ENSG00000134982|gene|tflink.net|ENSG00000075711|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:24165159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000123095|gene|tflink.net|ENSG00000076242|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000151348|gene|9606
"[""HTRI"", ""PAZAR""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:18719603"", ""pubmed:18971253"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000101096|gene|tflink.net|ENSG00000102245|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:11983916"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000152556|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000108312|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20442281"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000196628|gene|tflink.net|ENSG00000075651|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000019144|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:19139068""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000109819|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:20019798"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:24280132""]"|small_scale_evidence|regulates|TFLink|ENSG00000134954|gene|tflink.net|ENSG00000163507|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:12040027"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136352|gene|tflink.net|ENSG00000122852|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000106682|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:17664281"", ""pubmed:17786540"", ""pubmed:21467194"", ""pubmed:23530236"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000136931|gene|tflink.net|ENSG00000148795|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:9516472""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000172201|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:15890249""]"|small_scale_evidence|regulates|TFLink|ENSG00000081059|gene|tflink.net|ENSG00000086548|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:15824735""]"|small_scale_evidence|regulates|TFLink|ENSG00000134086|gene|tflink.net|ENSG00000153071|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20580679"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000116478|gene|tflink.net|ENSG00000104067|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:11278818"", ""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:20227497"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000111424|gene|tflink.net|ENSG00000242252|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141905|gene|tflink.net|ENSG00000104368|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:21900401""]"|small_scale_evidence|regulates|TFLink|ENSG00000117713|gene|tflink.net|ENSG00000166949|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:11137218"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000204632|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:20627952"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000095564|gene|tflink.net|ENSG00000117505|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000157554|gene|tflink.net|ENSG00000152192|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:24492847"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000117318|gene|tflink.net|ENSG00000152284|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:16953798""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000145692|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:11313881"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000117748|gene|9606
