source	target	score
ENSG00000175899	ENSG00000169554	0.68
ENSG00000175899	ENSG00000108384	0.68
ENSG00000175899	ENSG00000120885	0.68
ENSG00000175899	ENSG00000137960	0.68
ENSG00000175899	ENSG00000169271	0.68
ENSG00000175899	ENSG00000116898	0.68
ENSG00000175899	ENSG00000108219	0.68
ENSG00000175899	ENSG00000135374	0.68
ENSG00000175899	ENSG00000086288	0.68
ENSG00000175899	ENSG00000198822	0.68
ENSG00000175899	ENSG00000136628	0.68
ENSG00000175899	ENSG00000029639	0.68
ENSG00000175899	ENSG00000124181	0.68
ENSG00000175899	ENSG00000140968	0.68
ENSG00000175899	ENSG00000119408	0.67
ENSG00000175899	ENSG00000174514	0.67
ENSG00000175899	ENSG00000166482	0.67
ENSG00000175899	ENSG00000116704	0.67
ENSG00000175899	ENSG00000111145	0.67
ENSG00000175899	ENSG00000040608	0.67
ENSG00000175899	ENSG00000165629	0.67
ENSG00000175899	ENSG00000055955	0.67
ENSG00000175899	ENSG00000175463	0.67
ENSG00000175899	ENSG00000197863	0.67
ENSG00000175899	ENSG00000160191	0.67
ENSG00000175899	ENSG00000176490	0.67
ENSG00000175899	ENSG00000130477	0.67
ENSG00000175899	ENSG00000144035	0.67
ENSG00000175899	ENSG00000170421	0.67
ENSG00000175899	ENSG00000115009	0.67
ENSG00000175899	ENSG00000153162	0.67
ENSG00000175899	ENSG00000241973	0.67
ENSG00000175899	ENSG00000104998	0.67
ENSG00000175899	ENSG00000181631	0.67
ENSG00000175899	ENSG00000119203	0.67
ENSG00000175899	ENSG00000167815	0.67
ENSG00000175899	ENSG00000134072	0.67
ENSG00000175899	ENSG00000162576	0.67
ENSG00000175899	ENSG00000026950	0.67
ENSG00000175899	ENSG00000168078	0.67
ENSG00000175899	ENSG00000174567	0.67
ENSG00000175899	ENSG00000184574	0.67
ENSG00000175899	ENSG00000006756	0.67
ENSG00000175899	ENSG00000129946	0.67
ENSG00000175899	ENSG00000006016	0.67
ENSG00000175899	ENSG00000276023	0.67
ENSG00000175899	ENSG00000197580	0.67
ENSG00000175899	ENSG00000170540	0.67
ENSG00000175899	ENSG00000229931	0.67
ENSG00000175899	ENSG00000172209	0.67
ENSG00000175899	ENSG00000144455	0.67
ENSG00000175899	ENSG00000117450	0.67
ENSG00000175899	ENSG00000120509	0.66
ENSG00000175899	ENSG00000136731	0.66
ENSG00000175899	ENSG00000270194	0.66
ENSG00000175899	ENSG00000149380	0.66
ENSG00000175899	ENSG00000173227	0.66
ENSG00000175899	ENSG00000173918	0.66
ENSG00000175899	ENSG00000189144	0.66
ENSG00000175899	ENSG00000123342	0.66
ENSG00000175899	ENSG00000100225	0.66
ENSG00000175899	ENSG00000164949	0.66
ENSG00000175899	ENSG00000077942	0.66
ENSG00000175899	ENSG00000154917	0.66
ENSG00000175899	ENSG00000143851	0.66
ENSG00000175899	ENSG00000168273	0.66
ENSG00000175899	ENSG00000204642	0.66
ENSG00000175899	ENSG00000148702	0.66
ENSG00000175899	ENSG00000138964	0.66
ENSG00000175899	ENSG00000102401	0.66
ENSG00000175899	ENSG00000104331	0.66
ENSG00000175899	ENSG00000117425	0.66
ENSG00000175899	ENSG00000172935	0.66
ENSG00000175899	ENSG00000136114	0.66
ENSG00000175899	ENSG00000145020	0.66
ENSG00000175899	ENSG00000118200	0.66
ENSG00000175899	ENSG00000168890	0.66
ENSG00000175899	ENSG00000168743	0.66
ENSG00000175899	ENSG00000166377	0.66
ENSG00000175899	ENSG00000140488	0.66
ENSG00000175899	ENSG00000188559	0.66
ENSG00000175899	ENSG00000100985	0.66
ENSG00000175899	ENSG00000198851	0.66
ENSG00000175899	ENSG00000100100	0.66
ENSG00000175899	ENSG00000153721	0.66
ENSG00000175899	ENSG00000214274	0.65
ENSG00000175899	ENSG00000173915	0.65
ENSG00000175899	ENSG00000287736	0.65
ENSG00000175899	ENSG00000257702	0.65
ENSG00000175899	ENSG00000182796	0.65
ENSG00000175899	ENSG00000172059	0.65
ENSG00000175899	ENSG00000087502	0.65
ENSG00000175899	ENSG00000109079	0.65
ENSG00000175899	ENSG00000171723	0.65
ENSG00000175899	ENSG00000182220	0.65
ENSG00000175899	ENSG00000148834	0.65
ENSG00000175899	ENSG00000255690	0.65
ENSG00000175899	ENSG00000139116	0.65
ENSG00000175899	ENSG00000042980	0.65
ENSG00000175899	ENSG00000108654	0.65
ENSG00000175899	ENSG00000113248	0.65
ENSG00000175899	ENSG00000168792	0.65
ENSG00000175899	ENSG00000283674	0.65
ENSG00000175899	ENSG00000180155	0.65
ENSG00000175899	ENSG00000123191	0.65
ENSG00000175899	ENSG00000248866	0.65
ENSG00000175899	ENSG00000121898	0.65
ENSG00000175899	ENSG00000118804	0.65
ENSG00000175899	ENSG00000281197	0.65
ENSG00000175899	ENSG00000124615	0.65
ENSG00000175899	ENSG00000173930	0.65
ENSG00000175899	ENSG00000290842	0.65
ENSG00000175899	ENSG00000153936	0.65
ENSG00000175899	ENSG00000009790	0.65
ENSG00000175899	ENSG00000197253	0.65
ENSG00000175899	ENSG00000123989	0.65
ENSG00000175899	ENSG00000168939	0.65
ENSG00000175899	ENSG00000198933	0.65
ENSG00000175899	ENSG00000198873	0.65
ENSG00000175899	ENSG00000145362	0.65
ENSG00000175899	ENSG00000046889	0.65
ENSG00000175899	ENSG00000197165	0.65
ENSG00000175899	ENSG00000161031	0.65
ENSG00000175899	ENSG00000019102	0.65
ENSG00000175899	ENSG00000155158	0.65
ENSG00000175899	ENSG00000134802	0.65
ENSG00000175899	ENSG00000085465	0.65
ENSG00000175899	ENSG00000134954	0.65
ENSG00000175899	ENSG00000076641	0.65
ENSG00000175899	ENSG00000122223	0.65
ENSG00000175899	ENSG00000124942	0.64
ENSG00000175899	ENSG00000223745	0.64
ENSG00000175899	ENSG00000105289	0.64
ENSG00000175899	ENSG00000165678	0.64
ENSG00000175899	ENSG00000174307	0.64
ENSG00000175899	ENSG00000149428	0.64
ENSG00000175899	ENSG00000082074	0.64
ENSG00000175899	ENSG00000139687	0.64
ENSG00000175899	ENSG00000282360	0.64
ENSG00000175899	ENSG00000101445	0.64
ENSG00000175899	ENSG00000099284	0.64
ENSG00000175899	ENSG00000119523	0.64
ENSG00000175899	ENSG00000066583	0.64
ENSG00000175899	ENSG00000140463	0.64
ENSG00000175899	ENSG00000155906	0.64
ENSG00000175899	ENSG00000103018	0.64
ENSG00000175899	ENSG00000109519	0.64
ENSG00000175899	ENSG00000250929	0.64
ENSG00000175899	ENSG00000172215	0.64
ENSG00000175899	ENSG00000135916	0.64
ENSG00000175899	ENSG00000105398	0.64
ENSG00000175899	ENSG00000149218	0.64
ENSG00000175899	ENSG00000046651	0.64
ENSG00000175899	ENSG00000065361	0.64
ENSG00000175899	ENSG00000189334	0.64
ENSG00000175899	ENSG00000165410	0.64
ENSG00000175899	ENSG00000130338	0.64
ENSG00000175899	ENSG00000239653	0.64
ENSG00000175899	ENSG00000133665	0.64
ENSG00000175899	ENSG00000104112	0.64
ENSG00000175899	ENSG00000112799	0.64
ENSG00000175899	ENSG00000168461	0.64
ENSG00000175899	ENSG00000083123	0.64
ENSG00000175899	ENSG00000147166	0.64
ENSG00000175899	ENSG00000071967	0.64
ENSG00000175899	ENSG00000248092	0.64
ENSG00000175899	ENSG00000173531	0.64
ENSG00000175899	ENSG00000162551	0.64
ENSG00000175899	ENSG00000099889	0.64
ENSG00000175899	ENSG00000116473	0.64
ENSG00000175899	ENSG00000291003	0.64
ENSG00000175899	ENSG00000213316	0.64
ENSG00000175899	ENSG00000120279	0.64
ENSG00000175899	ENSG00000140807	0.64
ENSG00000175899	ENSG00000253944	0.64
ENSG00000175899	ENSG00000175274	0.64
ENSG00000175899	ENSG00000247708	0.63
ENSG00000175899	ENSG00000004864	0.63
ENSG00000175899	ENSG00000101844	0.63
ENSG00000175899	ENSG00000125462	0.63
ENSG00000175899	ENSG00000115233	0.63
ENSG00000175899	ENSG00000162836	0.63
ENSG00000175899	ENSG00000012174	0.63
ENSG00000175899	ENSG00000136872	0.63
ENSG00000175899	ENSG00000119777	0.63
ENSG00000175899	ENSG00000131269	0.63
ENSG00000175899	ENSG00000205189	0.63
ENSG00000175899	ENSG00000101265	0.63
ENSG00000175899	ENSG00000075539	0.63
ENSG00000175899	ENSG00000150681	0.63
ENSG00000175899	ENSG00000056998	0.63
ENSG00000175899	ENSG00000106546	0.63
ENSG00000175899	ENSG00000243836	0.63
ENSG00000175899	ENSG00000167552	0.63
ENSG00000175899	ENSG00000073331	0.63
ENSG00000175899	ENSG00000138180	0.63
ENSG00000175899	ENSG00000166770	0.63
ENSG00000175899	ENSG00000178202	0.63
ENSG00000175899	ENSG00000153291	0.63
ENSG00000175899	ENSG00000176809	0.63
ENSG00000175899	ENSG00000124172	0.63
ENSG00000175899	ENSG00000107140	0.63
ENSG00000175899	ENSG00000214826	0.63
ENSG00000175899	ENSG00000117118	0.63
ENSG00000175899	ENSG00000064651	0.63
ENSG00000175899	ENSG00000115541	0.63
ENSG00000175899	ENSG00000108797	0.63
ENSG00000175899	ENSG00000144320	0.63
ENSG00000175899	ENSG00000154645	0.63
ENSG00000175899	ENSG00000242258	0.63
ENSG00000175899	ENSG00000013619	0.63
ENSG00000175899	ENSG00000137880	0.63
ENSG00000175899	ENSG00000159167	0.63
ENSG00000175899	ENSG00000151552	0.62
ENSG00000175899	ENSG00000128641	0.62
ENSG00000175899	ENSG00000105699	0.62
ENSG00000175899	ENSG00000008226	0.62
ENSG00000175899	ENSG00000122042	0.62
ENSG00000175899	ENSG00000088854	0.62
ENSG00000175899	ENSG00000044090	0.62
ENSG00000175899	ENSG00000158352	0.62
ENSG00000175899	ENSG00000133112	0.62
ENSG00000175899	ENSG00000117600	0.62
ENSG00000175899	ENSG00000141448	0.62
ENSG00000175899	ENSG00000088882	0.62
ENSG00000175899	ENSG00000169764	0.62
ENSG00000175899	ENSG00000196814	0.62
ENSG00000175899	ENSG00000165072	0.62
ENSG00000175899	ENSG00000167202	0.62
ENSG00000175899	ENSG00000224596	0.62
ENSG00000175899	ENSG00000144357	0.62
ENSG00000175899	ENSG00000164038	0.62
ENSG00000175899	ENSG00000166979	0.62
ENSG00000175899	ENSG00000104537	0.62
ENSG00000175899	ENSG00000270362	0.62
ENSG00000175899	ENSG00000109323	0.62
ENSG00000175899	ENSG00000102316	0.62
ENSG00000175899	ENSG00000153898	0.62
ENSG00000175899	ENSG00000176485	0.62
ENSG00000175899	ENSG00000163346	0.62
ENSG00000175899	ENSG00000105379	0.62
ENSG00000175899	ENSG00000011523	0.62
ENSG00000175899	ENSG00000025423	0.62
ENSG00000175899	ENSG00000113504	0.62
ENSG00000175899	ENSG00000111816	0.62
ENSG00000175899	ENSG00000182165	0.62
ENSG00000175899	ENSG00000094880	0.62
ENSG00000175899	ENSG00000113083	0.62
ENSG00000175899	ENSG00000089177	0.62
ENSG00000175899	ENSG00000173114	0.62
ENSG00000175899	ENSG00000100994	0.62
ENSG00000175899	ENSG00000120262	0.62
ENSG00000175899	ENSG00000112852	0.62
ENSG00000175899	ENSG00000198642	0.62
ENSG00000175899	ENSG00000137288	0.62
ENSG00000175899	ENSG00000076003	0.62
ENSG00000175899	ENSG00000125844	0.62
ENSG00000175899	ENSG00000163380	0.62
ENSG00000175899	ENSG00000244414	0.62
ENSG00000175899	ENSG00000001630	0.62
ENSG00000175899	ENSG00000123240	0.62
ENSG00000175899	ENSG00000123416	0.62
ENSG00000175899	ENSG00000108039	0.61
ENSG00000175899	ENSG00000116120	0.61
ENSG00000175899	ENSG00000185551	0.61
ENSG00000175899	ENSG00000153066	0.61
ENSG00000175899	ENSG00000067113	0.61
ENSG00000175899	ENSG00000117519	0.61
ENSG00000175899	ENSG00000198832	0.61
ENSG00000175899	ENSG00000142197	0.61
ENSG00000175899	ENSG00000160752	0.61
ENSG00000175899	ENSG00000169896	0.61
ENSG00000175899	ENSG00000103449	0.61
ENSG00000175899	ENSG00000127311	0.61
ENSG00000175899	ENSG00000142733	0.61
ENSG00000175899	ENSG00000137642	0.61
ENSG00000175899	ENSG00000154734	0.61
ENSG00000175899	ENSG00000149573	0.61
ENSG00000175899	ENSG00000158042	0.61
ENSG00000175899	ENSG00000134375	0.61
ENSG00000175899	ENSG00000160712	0.61
ENSG00000175899	ENSG00000279636	0.61
ENSG00000175899	ENSG00000147853	0.61
ENSG00000175899	ENSG00000186088	0.61
ENSG00000175899	ENSG00000178980	0.61
ENSG00000175899	ENSG00000117983	0.61
ENSG00000175899	ENSG00000153029	0.61
ENSG00000175899	ENSG00000181826	0.61
ENSG00000175899	ENSG00000253305	0.61
ENSG00000175899	ENSG00000175556	0.61
ENSG00000175899	ENSG00000109458	0.61
ENSG00000175899	ENSG00000138758	0.61
ENSG00000175899	ENSG00000089685	0.61
ENSG00000175899	ENSG00000113838	0.61
ENSG00000175899	ENSG00000111581	0.61
ENSG00000175899	ENSG00000167981	0.61
ENSG00000175899	ENSG00000128228	0.61
ENSG00000175899	ENSG00000149328	0.61
ENSG00000175899	ENSG00000159445	0.61
ENSG00000175899	ENSG00000005108	0.61
ENSG00000175899	ENSG00000204103	0.61
ENSG00000175899	ENSG00000185666	0.61
ENSG00000175899	ENSG00000129566	0.61
ENSG00000175899	ENSG00000179914	0.61
ENSG00000175899	ENSG00000231925	0.60
ENSG00000175899	ENSG00000111058	0.60
ENSG00000175899	ENSG00000079931	0.60
ENSG00000175899	ENSG00000185201	0.60
ENSG00000175899	ENSG00000175115	0.60
ENSG00000175899	ENSG00000204991	0.60
ENSG00000175899	ENSG00000174373	0.60
ENSG00000175899	ENSG00000168216	0.60
ENSG00000175899	ENSG00000177954	0.60
ENSG00000175899	ENSG00000066735	0.60
ENSG00000175899	ENSG00000136856	0.60
ENSG00000175899	ENSG00000122035	0.60
ENSG00000175899	ENSG00000164188	0.60
ENSG00000175899	ENSG00000100097	0.60
ENSG00000175899	ENSG00000163468	0.60
ENSG00000175899	ENSG00000157107	0.60
ENSG00000175899	ENSG00000167772	0.60
ENSG00000175899	ENSG00000114166	0.60
ENSG00000175899	ENSG00000106541	0.60
ENSG00000175899	ENSG00000163154	0.60
ENSG00000175899	ENSG00000182700	0.60
ENSG00000175899	ENSG00000168056	0.60
ENSG00000175899	ENSG00000174175	0.60
ENSG00000175899	ENSG00000135775	0.60
ENSG00000175899	ENSG00000176153	0.60
ENSG00000175899	ENSG00000206190	0.60
ENSG00000175899	ENSG00000081985	0.60
ENSG00000175899	ENSG00000176945	0.60
ENSG00000175899	ENSG00000186466	0.60
ENSG00000175899	ENSG00000257802	0.60
ENSG00000175899	ENSG00000134285	0.60
ENSG00000175899	ENSG00000116747	0.60
ENSG00000175899	ENSG00000175893	0.60
ENSG00000175899	ENSG00000136895	0.60
ENSG00000175899	ENSG00000111897	0.60
ENSG00000175899	ENSG00000204524	0.60
ENSG00000175899	ENSG00000151322	0.60
ENSG00000175899	ENSG00000284049	0.60
ENSG00000175899	ENSG00000196154	0.59
ENSG00000175899	ENSG00000160097	0.59
ENSG00000175899	ENSG00000111785	0.59
ENSG00000175899	ENSG00000179222	0.59
ENSG00000175899	ENSG00000198265	0.59
ENSG00000175899	ENSG00000166398	0.59
ENSG00000175899	ENSG00000039560	0.59
ENSG00000175899	ENSG00000137767	0.59
ENSG00000175899	ENSG00000102409	0.59
ENSG00000175899	ENSG00000163956	0.59
ENSG00000175899	ENSG00000137841	0.59
ENSG00000175899	ENSG00000137965	0.59
ENSG00000175899	ENSG00000163909	0.59
ENSG00000175899	ENSG00000171631	0.59
ENSG00000175899	ENSG00000160932	0.59
ENSG00000175899	ENSG00000248124	0.59
ENSG00000175899	ENSG00000180739	0.59
ENSG00000175899	ENSG00000197019	0.59
ENSG00000175899	ENSG00000156869	0.59
ENSG00000175899	ENSG00000167972	0.59
ENSG00000175899	ENSG00000290376	0.59
ENSG00000175899	ENSG00000184374	0.59
ENSG00000175899	ENSG00000242193	0.59
ENSG00000175899	ENSG00000181904	0.59
ENSG00000175899	ENSG00000120832	0.59
ENSG00000175899	ENSG00000150471	0.59
ENSG00000175899	ENSG00000168913	0.59
ENSG00000175899	ENSG00000172156	0.59
ENSG00000175899	ENSG00000012822	0.59
ENSG00000175899	ENSG00000116745	0.59
ENSG00000175899	ENSG00000063854	0.59
ENSG00000175899	ENSG00000006468	0.59
ENSG00000175899	ENSG00000111254	0.59
ENSG00000175899	ENSG00000186010	0.59
ENSG00000175899	ENSG00000112293	0.58
ENSG00000175899	ENSG00000182327	0.58
ENSG00000175899	ENSG00000162976	0.58
ENSG00000175899	ENSG00000186654	0.58
ENSG00000175899	ENSG00000204634	0.58
ENSG00000175899	ENSG00000162777	0.58
ENSG00000175899	ENSG00000119917	0.58
ENSG00000175899	ENSG00000185559	0.58
ENSG00000175899	ENSG00000137700	0.58
ENSG00000175899	ENSG00000163132	0.58
ENSG00000175899	ENSG00000147889	0.58
ENSG00000175899	ENSG00000135452	0.58
ENSG00000175899	ENSG00000065308	0.58
ENSG00000175899	ENSG00000091129	0.58
ENSG00000175899	ENSG00000167775	0.58
ENSG00000175899	ENSG00000234807	0.58
ENSG00000175899	ENSG00000288558	0.58
ENSG00000175899	ENSG00000129128	0.58
ENSG00000175899	ENSG00000163597	0.58
ENSG00000175899	ENSG00000107779	0.58
ENSG00000175899	ENSG00000117399	0.58
ENSG00000175899	ENSG00000173905	0.58
ENSG00000175899	ENSG00000253738	0.58
ENSG00000175899	ENSG00000169129	0.58
ENSG00000175899	ENSG00000174437	0.58
ENSG00000175899	ENSG00000164434	0.58
ENSG00000175899	ENSG00000143924	0.58
ENSG00000175899	ENSG00000120800	0.58
ENSG00000175899	ENSG00000100351	0.58
ENSG00000175899	ENSG00000272970	0.58
ENSG00000175899	ENSG00000130429	0.58
ENSG00000175899	ENSG00000144724	0.58
ENSG00000175899	ENSG00000141337	0.58
ENSG00000175899	ENSG00000037749	0.58
ENSG00000175899	ENSG00000224660	0.58
ENSG00000175899	ENSG00000122642	0.58
ENSG00000175899	ENSG00000070540	0.58
ENSG00000175899	ENSG00000112695	0.58
ENSG00000175899	ENSG00000152642	0.58
ENSG00000175899	ENSG00000116641	0.58
ENSG00000175899	ENSG00000163947	0.57
ENSG00000175899	ENSG00000100814	0.57
ENSG00000175899	ENSG00000128656	0.57
ENSG00000175899	ENSG00000124602	0.57
ENSG00000175899	ENSG00000132286	0.57
ENSG00000175899	ENSG00000089597	0.57
ENSG00000175899	ENSG00000131747	0.57
ENSG00000175899	ENSG00000042445	0.57
ENSG00000175899	ENSG00000227357	0.57
ENSG00000175899	ENSG00000197093	0.57
ENSG00000175899	ENSG00000137872	0.57
ENSG00000175899	ENSG00000171603	0.57
ENSG00000175899	ENSG00000065978	0.57
ENSG00000175899	ENSG00000093009	0.57
ENSG00000175899	ENSG00000145214	0.57
ENSG00000175899	ENSG00000291055	0.57
ENSG00000175899	ENSG00000171105	0.57
ENSG00000175899	ENSG00000082293	0.57
ENSG00000175899	ENSG00000103550	0.57
ENSG00000175899	ENSG00000105639	0.57
ENSG00000175899	ENSG00000171848	0.57
ENSG00000175899	ENSG00000138796	0.57
ENSG00000175899	ENSG00000198796	0.57
ENSG00000175899	ENSG00000187773	0.57
ENSG00000175899	ENSG00000241360	0.57
ENSG00000175899	ENSG00000196611	0.57
ENSG00000175899	ENSG00000064300	0.57
ENSG00000175899	ENSG00000108946	0.57
ENSG00000175899	ENSG00000009307	0.57
ENSG00000175899	ENSG00000196743	0.57
ENSG00000175899	ENSG00000122026	0.57
ENSG00000175899	ENSG00000174233	0.57
ENSG00000175899	ENSG00000146006	0.57
ENSG00000175899	ENSG00000140876	0.57
ENSG00000175899	ENSG00000122122	0.57
ENSG00000175899	ENSG00000172071	0.57
ENSG00000175899	ENSG00000005001	0.57
ENSG00000175899	ENSG00000169021	0.57
ENSG00000175899	ENSG00000054983	0.57
ENSG00000175899	ENSG00000130827	0.57
ENSG00000175899	ENSG00000130598	0.57
ENSG00000175899	ENSG00000189221	0.57
ENSG00000175899	ENSG00000225663	0.57
ENSG00000175899	ENSG00000099797	0.57
ENSG00000175899	ENSG00000102158	0.57
ENSG00000175899	ENSG00000253729	0.57
ENSG00000175899	ENSG00000147647	0.57
ENSG00000175899	ENSG00000128731	0.57
ENSG00000175899	ENSG00000140564	0.57
ENSG00000175899	ENSG00000109943	0.57
ENSG00000175899	ENSG00000173230	0.57
ENSG00000175899	ENSG00000078043	0.57
ENSG00000175899	ENSG00000105519	0.57
ENSG00000175899	ENSG00000198885	0.57
ENSG00000175899	ENSG00000108821	0.56
ENSG00000175899	ENSG00000174827	0.56
ENSG00000175899	ENSG00000134900	0.56
ENSG00000175899	ENSG00000144712	0.56
ENSG00000175899	ENSG00000156096	0.56
ENSG00000175899	ENSG00000004766	0.56
ENSG00000175899	ENSG00000176919	0.56
ENSG00000175899	ENSG00000104823	0.56
ENSG00000175899	ENSG00000122952	0.56
ENSG00000175899	ENSG00000124198	0.56
ENSG00000175899	ENSG00000161055	0.56
ENSG00000175899	ENSG00000223749	0.56
ENSG00000175899	ENSG00000252010	0.56
ENSG00000175899	ENSG00000138378	0.56
ENSG00000175899	ENSG00000067167	0.56
ENSG00000175899	ENSG00000007255	0.56
ENSG00000175899	ENSG00000163866	0.56
ENSG00000175899	ENSG00000260081	0.56
ENSG00000175899	ENSG00000101928	0.56
ENSG00000175899	ENSG00000154930	0.56
ENSG00000175899	ENSG00000091157	0.56
ENSG00000175899	ENSG00000134057	0.56
ENSG00000175899	ENSG00000177694	0.56
ENSG00000175899	ENSG00000188322	0.56
ENSG00000175899	ENSG00000146409	0.56
ENSG00000175899	ENSG00000174501	0.56
ENSG00000175899	ENSG00000139291	0.56
ENSG00000175899	ENSG00000136986	0.56
ENSG00000175899	ENSG00000137628	0.56
ENSG00000175899	ENSG00000163629	0.56
ENSG00000175899	ENSG00000198053	0.56
ENSG00000175899	ENSG00000172482	0.56
ENSG00000175899	ENSG00000186301	0.56
ENSG00000175899	ENSG00000164080	0.56
ENSG00000175899	ENSG00000134049	0.56
ENSG00000175899	ENSG00000188603	0.56
ENSG00000175899	ENSG00000159479	0.56
ENSG00000175899	ENSG00000253304	0.56
ENSG00000175899	ENSG00000010626	0.56
ENSG00000175899	ENSG00000075415	0.56
ENSG00000175899	ENSG00000100154	0.56
ENSG00000175899	ENSG00000143222	0.56
ENSG00000175899	ENSG00000145743	0.56
ENSG00000175899	ENSG00000151090	0.56
ENSG00000175899	ENSG00000237807	0.56
ENSG00000175899	ENSG00000135317	0.55
ENSG00000175899	ENSG00000197763	0.55
ENSG00000175899	ENSG00000174839	0.55
ENSG00000175899	ENSG00000100612	0.55
ENSG00000175899	ENSG00000157224	0.55
ENSG00000175899	ENSG00000100448	0.55
ENSG00000175899	ENSG00000107242	0.55
ENSG00000175899	ENSG00000250317	0.55
ENSG00000175899	ENSG00000100316	0.55
ENSG00000175899	ENSG00000222041	0.55
ENSG00000175899	ENSG00000137101	0.55
ENSG00000175899	ENSG00000176641	0.55
ENSG00000175899	ENSG00000115904	0.55
ENSG00000175899	ENSG00000198739	0.55
ENSG00000175899	ENSG00000290988	0.55
ENSG00000175899	ENSG00000090889	0.55
ENSG00000175899	ENSG00000120805	0.55
ENSG00000175899	ENSG00000099910	0.55
ENSG00000175899	ENSG00000142188	0.55
ENSG00000175899	ENSG00000048405	0.55
ENSG00000175899	ENSG00000182158	0.55
ENSG00000175899	ENSG00000145708	0.55
ENSG00000175899	ENSG00000188176	0.55
ENSG00000175899	ENSG00000074527	0.55
ENSG00000175899	ENSG00000189056	0.55
ENSG00000175899	ENSG00000162975	0.55
ENSG00000175899	ENSG00000175155	0.55
ENSG00000175899	ENSG00000163485	0.55
ENSG00000175899	ENSG00000130988	0.55
ENSG00000175899	ENSG00000103966	0.55
ENSG00000175899	ENSG00000113391	0.55
ENSG00000175899	ENSG00000123159	0.55
ENSG00000175899	ENSG00000167083	0.55
ENSG00000175899	ENSG00000185745	0.55
ENSG00000175899	ENSG00000157657	0.55
ENSG00000175899	ENSG00000189043	0.54
ENSG00000175899	ENSG00000185585	0.54
ENSG00000175899	ENSG00000107186	0.54
ENSG00000175899	ENSG00000137133	0.54
ENSG00000175899	ENSG00000272325	0.54
ENSG00000175899	ENSG00000138031	0.54
ENSG00000175899	ENSG00000132300	0.54
ENSG00000175899	ENSG00000187045	0.54
ENSG00000175899	ENSG00000134827	0.54
ENSG00000175899	ENSG00000174672	0.54
ENSG00000175899	ENSG00000066027	0.54
ENSG00000175899	ENSG00000198856	0.54
ENSG00000175899	ENSG00000151623	0.54
ENSG00000175899	ENSG00000175768	0.54
ENSG00000175899	ENSG00000185608	0.54
ENSG00000175899	ENSG00000143653	0.54
ENSG00000175899	ENSG00000140416	0.54
ENSG00000175899	ENSG00000085998	0.54
ENSG00000175899	ENSG00000122034	0.54
ENSG00000175899	ENSG00000163995	0.54
ENSG00000175899	ENSG00000198502	0.54
ENSG00000175899	ENSG00000178057	0.54
ENSG00000175899	ENSG00000120896	0.54
ENSG00000175899	ENSG00000100934	0.54
ENSG00000175899	ENSG00000179583	0.54
ENSG00000175899	ENSG00000136156	0.54
ENSG00000175899	ENSG00000171236	0.54
ENSG00000175899	ENSG00000008256	0.54
ENSG00000175899	ENSG00000129968	0.54
ENSG00000175899	ENSG00000100280	0.54
ENSG00000175899	ENSG00000120333	0.54
ENSG00000175899	ENSG00000227502	0.54
ENSG00000175899	ENSG00000177432	0.54
ENSG00000175899	ENSG00000079785	0.54
ENSG00000175899	ENSG00000213073	0.54
ENSG00000175899	ENSG00000143127	0.54
ENSG00000175899	ENSG00000170545	0.54
ENSG00000175899	ENSG00000187122	0.54
ENSG00000175899	ENSG00000270392	0.54
ENSG00000175899	ENSG00000147883	0.54
ENSG00000175899	ENSG00000167074	0.54
ENSG00000175899	ENSG00000169085	0.54
ENSG00000175899	ENSG00000136935	0.54
ENSG00000175899	ENSG00000087266	0.54
ENSG00000175899	ENSG00000124209	0.54
ENSG00000175899	ENSG00000013364	0.54
ENSG00000175899	ENSG00000151468	0.54
ENSG00000175899	ENSG00000086548	0.53
ENSG00000175899	ENSG00000139160	0.53
ENSG00000175899	ENSG00000198855	0.53
ENSG00000175899	ENSG00000182670	0.53
ENSG00000175899	ENSG00000197157	0.53
ENSG00000175899	ENSG00000177888	0.53
ENSG00000175899	ENSG00000005884	0.53
ENSG00000175899	ENSG00000114850	0.53
ENSG00000175899	ENSG00000134830	0.53
ENSG00000175899	ENSG00000189195	0.53
ENSG00000175899	ENSG00000231621	0.53
ENSG00000175899	ENSG00000164171	0.53
ENSG00000175899	ENSG00000183307	0.53
ENSG00000175899	ENSG00000064961	0.53
ENSG00000175899	ENSG00000108622	0.53
ENSG00000175899	ENSG00000163554	0.53
ENSG00000175899	ENSG00000051108	0.53
ENSG00000175899	ENSG00000168079	0.53
ENSG00000175899	ENSG00000164938	0.53
ENSG00000175899	ENSG00000117859	0.53
ENSG00000175899	ENSG00000152601	0.53
ENSG00000175899	ENSG00000267060	0.53
ENSG00000175899	ENSG00000134363	0.53
ENSG00000175899	ENSG00000172765	0.53
ENSG00000175899	ENSG00000248487	0.53
ENSG00000175899	ENSG00000234614	0.53
ENSG00000175899	ENSG00000102038	0.53
ENSG00000175899	ENSG00000247157	0.53
ENSG00000175899	ENSG00000163032	0.53
ENSG00000175899	ENSG00000147041	0.53
ENSG00000175899	ENSG00000163637	0.53
ENSG00000175899	ENSG00000117500	0.53
ENSG00000175899	ENSG00000212747	0.53
ENSG00000175899	ENSG00000170310	0.53
ENSG00000175899	ENSG00000135549	0.53
ENSG00000175899	ENSG00000085662	0.53
ENSG00000175899	ENSG00000100242	0.53
ENSG00000175899	ENSG00000137265	0.53
ENSG00000175899	ENSG00000119950	0.53
