source	target	score
ENSG00000121410	ENSG00000121552	0.80
ENSG00000121410	ENSG00000146700	0.80
ENSG00000121410	ENSG00000162630	0.80
ENSG00000121410	ENSG00000127920	0.80
ENSG00000121410	ENSG00000010361	0.80
ENSG00000121410	ENSG00000110436	0.80
ENSG00000121410	ENSG00000124780	0.80
ENSG00000121410	ENSG00000144488	0.80
ENSG00000121410	ENSG00000205189	0.80
ENSG00000121410	ENSG00000020633	0.80
ENSG00000121410	ENSG00000167996	0.80
ENSG00000121410	ENSG00000117620	0.80
ENSG00000121410	ENSG00000091039	0.80
ENSG00000121410	ENSG00000164885	0.80
ENSG00000121410	ENSG00000260596	0.80
ENSG00000121410	ENSG00000168283	0.79
ENSG00000121410	ENSG00000142252	0.79
ENSG00000121410	ENSG00000170802	0.79
ENSG00000121410	ENSG00000167747	0.79
ENSG00000121410	ENSG00000135622	0.79
ENSG00000121410	ENSG00000081721	0.79
ENSG00000121410	ENSG00000108840	0.79
ENSG00000121410	ENSG00000171135	0.79
ENSG00000121410	ENSG00000010404	0.79
ENSG00000121410	ENSG00000124299	0.79
ENSG00000121410	ENSG00000267040	0.79
ENSG00000121410	ENSG00000108474	0.79
ENSG00000121410	ENSG00000197093	0.79
ENSG00000121410	ENSG00000112599	0.79
ENSG00000121410	ENSG00000155189	0.79
ENSG00000121410	ENSG00000183570	0.79
ENSG00000121410	ENSG00000156299	0.79
ENSG00000121410	ENSG00000153563	0.79
ENSG00000121410	ENSG00000125375	0.79
ENSG00000121410	ENSG00000125457	0.79
ENSG00000121410	ENSG00000139344	0.79
ENSG00000121410	ENSG00000234444	0.79
ENSG00000121410	ENSG00000108861	0.79
ENSG00000121410	ENSG00000112561	0.79
ENSG00000121410	ENSG00000164300	0.79
ENSG00000121410	ENSG00000123739	0.79
ENSG00000121410	ENSG00000117280	0.79
ENSG00000121410	ENSG00000144481	0.79
ENSG00000121410	ENSG00000197535	0.79
ENSG00000121410	ENSG00000169136	0.79
ENSG00000121410	ENSG00000137714	0.79
ENSG00000121410	ENSG00000081019	0.79
ENSG00000121410	ENSG00000180210	0.79
ENSG00000121410	ENSG00000105605	0.79
ENSG00000121410	ENSG00000103569	0.79
ENSG00000121410	ENSG00000169016	0.79
ENSG00000121410	ENSG00000164967	0.79
ENSG00000121410	ENSG00000124067	0.78
ENSG00000121410	ENSG00000172175	0.78
ENSG00000121410	ENSG00000112511	0.78
ENSG00000121410	ENSG00000198736	0.78
ENSG00000121410	ENSG00000143110	0.78
ENSG00000121410	ENSG00000185716	0.78
ENSG00000121410	ENSG00000249087	0.78
ENSG00000121410	ENSG00000126583	0.78
ENSG00000121410	ENSG00000128923	0.78
ENSG00000121410	ENSG00000154736	0.78
ENSG00000121410	ENSG00000137338	0.78
ENSG00000121410	ENSG00000136630	0.78
ENSG00000121410	ENSG00000178498	0.78
ENSG00000121410	ENSG00000280721	0.78
ENSG00000121410	ENSG00000036473	0.78
ENSG00000121410	ENSG00000204217	0.78
ENSG00000121410	ENSG00000060491	0.78
ENSG00000121410	ENSG00000171161	0.78
ENSG00000121410	ENSG00000153404	0.78
ENSG00000121410	ENSG00000089220	0.78
ENSG00000121410	ENSG00000119778	0.78
ENSG00000121410	ENSG00000105679	0.78
ENSG00000121410	ENSG00000159479	0.78
ENSG00000121410	ENSG00000177548	0.78
ENSG00000121410	ENSG00000106991	0.78
ENSG00000121410	ENSG00000130545	0.78
ENSG00000121410	ENSG00000163449	0.77
ENSG00000121410	ENSG00000137267	0.77
ENSG00000121410	ENSG00000100077	0.77
ENSG00000121410	ENSG00000185813	0.77
ENSG00000121410	ENSG00000073712	0.77
ENSG00000121410	ENSG00000278616	0.77
ENSG00000121410	ENSG00000185222	0.77
ENSG00000121410	ENSG00000213760	0.77
ENSG00000121410	ENSG00000113580	0.77
ENSG00000121410	ENSG00000173275	0.77
ENSG00000121410	ENSG00000169490	0.77
ENSG00000121410	ENSG00000103199	0.77
ENSG00000121410	ENSG00000268041	0.77
ENSG00000121410	ENSG00000120708	0.77
ENSG00000121410	ENSG00000067208	0.77
ENSG00000121410	ENSG00000013523	0.77
ENSG00000121410	ENSG00000005448	0.77
ENSG00000121410	ENSG00000290842	0.77
ENSG00000121410	ENSG00000273015	0.77
ENSG00000121410	ENSG00000156671	0.77
ENSG00000121410	ENSG00000182247	0.77
ENSG00000121410	ENSG00000149557	0.77
ENSG00000121410	ENSG00000145777	0.77
ENSG00000121410	ENSG00000146232	0.77
ENSG00000121410	ENSG00000177932	0.77
ENSG00000121410	ENSG00000185664	0.77
ENSG00000121410	ENSG00000214756	0.77
ENSG00000121410	ENSG00000124406	0.77
ENSG00000121410	ENSG00000158669	0.77
ENSG00000121410	ENSG00000270580	0.77
ENSG00000121410	ENSG00000166136	0.77
ENSG00000121410	ENSG00000102931	0.77
ENSG00000121410	ENSG00000143786	0.77
ENSG00000121410	ENSG00000105355	0.77
ENSG00000121410	ENSG00000174032	0.77
ENSG00000121410	ENSG00000130958	0.76
ENSG00000121410	ENSG00000021488	0.76
ENSG00000121410	ENSG00000126759	0.76
ENSG00000121410	ENSG00000101546	0.76
ENSG00000121410	ENSG00000125629	0.76
ENSG00000121410	ENSG00000122257	0.76
ENSG00000121410	ENSG00000107816	0.76
ENSG00000121410	ENSG00000151353	0.76
ENSG00000121410	ENSG00000169855	0.76
ENSG00000121410	ENSG00000179698	0.76
ENSG00000121410	ENSG00000197070	0.76
ENSG00000121410	ENSG00000116984	0.76
ENSG00000121410	ENSG00000203950	0.76
ENSG00000121410	ENSG00000196132	0.76
ENSG00000121410	ENSG00000240764	0.76
ENSG00000121410	ENSG00000089057	0.76
ENSG00000121410	ENSG00000141542	0.76
ENSG00000121410	ENSG00000009780	0.76
ENSG00000121410	ENSG00000255302	0.76
ENSG00000121410	ENSG00000088899	0.76
ENSG00000121410	ENSG00000116824	0.76
ENSG00000121410	ENSG00000257702	0.76
ENSG00000121410	ENSG00000176390	0.76
ENSG00000121410	ENSG00000142556	0.76
ENSG00000121410	ENSG00000178184	0.76
ENSG00000121410	ENSG00000162191	0.76
ENSG00000121410	ENSG00000246089	0.76
ENSG00000121410	ENSG00000129535	0.76
ENSG00000121410	ENSG00000164111	0.76
ENSG00000121410	ENSG00000025796	0.76
ENSG00000121410	ENSG00000196576	0.76
ENSG00000121410	ENSG00000172725	0.76
ENSG00000121410	ENSG00000169249	0.76
ENSG00000121410	ENSG00000132514	0.76
ENSG00000121410	ENSG00000126254	0.76
ENSG00000121410	ENSG00000157916	0.75
ENSG00000121410	ENSG00000188677	0.75
ENSG00000121410	ENSG00000072840	0.75
ENSG00000121410	ENSG00000132323	0.75
ENSG00000121410	ENSG00000101246	0.75
ENSG00000121410	ENSG00000178537	0.75
ENSG00000121410	ENSG00000100344	0.75
ENSG00000121410	ENSG00000141646	0.75
ENSG00000121410	ENSG00000139168	0.75
ENSG00000121410	ENSG00000121871	0.75
ENSG00000121410	ENSG00000105649	0.75
ENSG00000121410	ENSG00000160570	0.75
ENSG00000121410	ENSG00000241644	0.75
ENSG00000121410	ENSG00000011021	0.75
ENSG00000121410	ENSG00000232956	0.75
ENSG00000121410	ENSG00000164258	0.75
ENSG00000121410	ENSG00000248049	0.75
ENSG00000121410	ENSG00000232677	0.75
ENSG00000121410	ENSG00000142765	0.75
ENSG00000121410	ENSG00000234745	0.75
ENSG00000121410	ENSG00000038427	0.75
ENSG00000121410	ENSG00000101193	0.75
ENSG00000121410	ENSG00000179295	0.75
ENSG00000121410	ENSG00000125744	0.75
ENSG00000121410	ENSG00000184497	0.75
ENSG00000121410	ENSG00000250337	0.75
ENSG00000121410	ENSG00000119986	0.75
ENSG00000121410	ENSG00000154723	0.75
ENSG00000121410	ENSG00000196628	0.75
ENSG00000121410	ENSG00000026652	0.75
ENSG00000121410	ENSG00000291092	0.75
ENSG00000121410	ENSG00000172061	0.75
ENSG00000121410	ENSG00000180228	0.75
ENSG00000121410	ENSG00000171311	0.75
ENSG00000121410	ENSG00000169083	0.75
ENSG00000121410	ENSG00000186104	0.74
ENSG00000121410	ENSG00000171223	0.74
ENSG00000121410	ENSG00000107551	0.74
ENSG00000121410	ENSG00000163870	0.74
ENSG00000121410	ENSG00000187837	0.74
ENSG00000121410	ENSG00000063015	0.74
ENSG00000121410	ENSG00000165512	0.74
ENSG00000121410	ENSG00000241370	0.74
ENSG00000121410	ENSG00000286760	0.74
ENSG00000121410	ENSG00000115297	0.74
ENSG00000121410	ENSG00000141293	0.74
ENSG00000121410	ENSG00000172888	0.74
ENSG00000121410	ENSG00000166923	0.74
ENSG00000121410	ENSG00000246430	0.74
ENSG00000121410	ENSG00000107282	0.74
ENSG00000121410	ENSG00000132465	0.74
ENSG00000121410	ENSG00000280071	0.74
ENSG00000121410	ENSG00000127334	0.74
ENSG00000121410	ENSG00000165264	0.74
ENSG00000121410	ENSG00000147138	0.74
ENSG00000121410	ENSG00000113328	0.74
ENSG00000121410	ENSG00000170946	0.74
ENSG00000121410	ENSG00000108551	0.74
ENSG00000121410	ENSG00000119537	0.74
ENSG00000121410	ENSG00000284049	0.74
ENSG00000121410	ENSG00000166012	0.74
ENSG00000121410	ENSG00000188647	0.74
ENSG00000121410	ENSG00000119138	0.74
ENSG00000121410	ENSG00000119705	0.74
ENSG00000121410	ENSG00000232859	0.74
ENSG00000121410	ENSG00000122025	0.74
ENSG00000121410	ENSG00000165572	0.73
ENSG00000121410	ENSG00000136783	0.73
ENSG00000121410	ENSG00000267221	0.73
ENSG00000121410	ENSG00000172009	0.73
ENSG00000121410	ENSG00000167615	0.73
ENSG00000121410	ENSG00000133597	0.73
ENSG00000121410	ENSG00000180758	0.73
ENSG00000121410	ENSG00000011590	0.73
ENSG00000121410	ENSG00000124564	0.73
ENSG00000121410	ENSG00000241014	0.73
ENSG00000121410	ENSG00000163013	0.73
ENSG00000121410	ENSG00000275131	0.73
ENSG00000121410	ENSG00000196646	0.73
ENSG00000121410	ENSG00000229056	0.73
ENSG00000121410	ENSG00000266714	0.73
ENSG00000121410	ENSG00000065989	0.73
ENSG00000121410	ENSG00000170043	0.73
ENSG00000121410	ENSG00000148408	0.73
ENSG00000121410	ENSG00000131378	0.73
ENSG00000121410	ENSG00000262468	0.73
ENSG00000121410	ENSG00000100592	0.73
ENSG00000121410	ENSG00000182636	0.73
ENSG00000121410	ENSG00000162851	0.73
ENSG00000121410	ENSG00000273137	0.73
ENSG00000121410	ENSG00000128159	0.73
ENSG00000121410	ENSG00000252010	0.73
ENSG00000121410	ENSG00000185100	0.73
ENSG00000121410	ENSG00000100852	0.73
ENSG00000121410	ENSG00000138109	0.73
ENSG00000121410	ENSG00000118418	0.73
ENSG00000121410	ENSG00000165478	0.73
ENSG00000121410	ENSG00000182979	0.73
ENSG00000121410	ENSG00000263465	0.73
ENSG00000121410	ENSG00000013375	0.73
ENSG00000121410	ENSG00000186806	0.73
ENSG00000121410	ENSG00000083817	0.73
ENSG00000121410	ENSG00000261087	0.73
ENSG00000121410	ENSG00000162227	0.73
ENSG00000121410	ENSG00000291202	0.73
ENSG00000121410	ENSG00000154328	0.73
ENSG00000121410	ENSG00000100889	0.73
ENSG00000121410	ENSG00000138660	0.73
ENSG00000121410	ENSG00000163344	0.73
ENSG00000121410	ENSG00000162928	0.73
ENSG00000121410	ENSG00000155368	0.73
ENSG00000121410	ENSG00000136247	0.72
ENSG00000121410	ENSG00000011243	0.72
ENSG00000121410	ENSG00000102218	0.72
ENSG00000121410	ENSG00000171097	0.72
ENSG00000121410	ENSG00000198380	0.72
ENSG00000121410	ENSG00000155545	0.72
ENSG00000121410	ENSG00000197763	0.72
ENSG00000121410	ENSG00000186297	0.72
ENSG00000121410	ENSG00000078319	0.72
ENSG00000121410	ENSG00000023608	0.72
ENSG00000121410	ENSG00000172724	0.72
ENSG00000121410	ENSG00000160087	0.72
ENSG00000121410	ENSG00000104231	0.72
ENSG00000121410	ENSG00000135298	0.72
ENSG00000121410	ENSG00000125841	0.72
ENSG00000121410	ENSG00000035862	0.72
ENSG00000121410	ENSG00000172116	0.72
ENSG00000121410	ENSG00000173457	0.72
ENSG00000121410	ENSG00000204178	0.72
ENSG00000121410	ENSG00000180398	0.72
ENSG00000121410	ENSG00000125462	0.72
ENSG00000121410	ENSG00000174501	0.72
ENSG00000121410	ENSG00000233392	0.72
ENSG00000121410	ENSG00000085382	0.72
ENSG00000121410	ENSG00000163389	0.72
ENSG00000121410	ENSG00000144659	0.72
ENSG00000121410	ENSG00000102312	0.72
ENSG00000121410	ENSG00000079432	0.72
ENSG00000121410	ENSG00000160781	0.72
ENSG00000121410	ENSG00000007080	0.72
ENSG00000121410	ENSG00000110801	0.72
ENSG00000121410	ENSG00000016864	0.72
ENSG00000121410	ENSG00000065665	0.72
ENSG00000121410	ENSG00000203993	0.72
ENSG00000121410	ENSG00000158156	0.72
ENSG00000121410	ENSG00000168056	0.72
ENSG00000121410	ENSG00000157693	0.72
ENSG00000121410	ENSG00000186230	0.72
ENSG00000121410	ENSG00000124767	0.72
ENSG00000121410	ENSG00000101198	0.72
ENSG00000121410	ENSG00000069399	0.72
ENSG00000121410	ENSG00000139624	0.72
ENSG00000121410	ENSG00000087448	0.72
ENSG00000121410	ENSG00000185742	0.72
ENSG00000121410	ENSG00000096654	0.72
ENSG00000121410	ENSG00000132005	0.72
ENSG00000121410	ENSG00000117480	0.72
ENSG00000121410	ENSG00000233922	0.72
ENSG00000121410	ENSG00000129244	0.72
ENSG00000121410	ENSG00000184838	0.72
ENSG00000121410	ENSG00000116031	0.72
ENSG00000121410	ENSG00000159905	0.72
ENSG00000121410	ENSG00000102265	0.72
ENSG00000121410	ENSG00000069424	0.71
ENSG00000121410	ENSG00000050555	0.71
ENSG00000121410	ENSG00000189171	0.71
ENSG00000121410	ENSG00000025293	0.71
ENSG00000121410	ENSG00000165548	0.71
ENSG00000121410	ENSG00000101460	0.71
ENSG00000121410	ENSG00000242574	0.71
ENSG00000121410	ENSG00000105722	0.71
ENSG00000121410	ENSG00000236104	0.71
ENSG00000121410	ENSG00000178053	0.71
ENSG00000121410	ENSG00000147421	0.71
ENSG00000121410	ENSG00000015532	0.71
ENSG00000121410	ENSG00000176956	0.71
ENSG00000121410	ENSG00000141568	0.71
ENSG00000121410	ENSG00000197409	0.71
ENSG00000121410	ENSG00000151892	0.71
ENSG00000121410	ENSG00000136560	0.71
ENSG00000121410	ENSG00000136717	0.71
ENSG00000121410	ENSG00000180535	0.71
ENSG00000121410	ENSG00000231233	0.71
ENSG00000121410	ENSG00000095370	0.71
ENSG00000121410	ENSG00000214279	0.71
ENSG00000121410	ENSG00000140749	0.71
ENSG00000121410	ENSG00000130988	0.71
ENSG00000121410	ENSG00000164118	0.71
ENSG00000121410	ENSG00000152433	0.71
ENSG00000121410	ENSG00000263072	0.71
ENSG00000121410	ENSG00000161395	0.71
ENSG00000121410	ENSG00000133641	0.71
ENSG00000121410	ENSG00000196876	0.71
ENSG00000121410	ENSG00000275183	0.71
ENSG00000121410	ENSG00000152910	0.71
ENSG00000121410	ENSG00000124587	0.71
ENSG00000121410	ENSG00000154102	0.71
ENSG00000121410	ENSG00000092067	0.71
ENSG00000121410	ENSG00000136444	0.71
ENSG00000121410	ENSG00000104613	0.71
ENSG00000121410	ENSG00000115827	0.71
ENSG00000121410	ENSG00000214212	0.71
ENSG00000121410	ENSG00000130810	0.71
ENSG00000121410	ENSG00000168264	0.71
ENSG00000121410	ENSG00000154917	0.71
ENSG00000121410	ENSG00000162924	0.71
ENSG00000121410	ENSG00000122068	0.71
ENSG00000121410	ENSG00000167106	0.71
ENSG00000121410	ENSG00000141627	0.71
ENSG00000121410	ENSG00000143862	0.71
ENSG00000121410	ENSG00000248746	0.70
ENSG00000121410	ENSG00000138593	0.70
ENSG00000121410	ENSG00000151881	0.70
ENSG00000121410	ENSG00000235162	0.70
ENSG00000121410	ENSG00000241852	0.70
ENSG00000121410	ENSG00000046653	0.70
ENSG00000121410	ENSG00000154553	0.70
ENSG00000121410	ENSG00000197961	0.70
ENSG00000121410	ENSG00000138686	0.70
ENSG00000121410	ENSG00000108639	0.70
ENSG00000121410	ENSG00000116191	0.70
ENSG00000121410	ENSG00000114021	0.70
ENSG00000121410	ENSG00000197114	0.70
ENSG00000121410	ENSG00000101974	0.70
ENSG00000121410	ENSG00000180884	0.70
ENSG00000121410	ENSG00000187239	0.70
ENSG00000121410	ENSG00000185477	0.70
ENSG00000121410	ENSG00000162702	0.70
ENSG00000121410	ENSG00000196436	0.70
ENSG00000121410	ENSG00000230838	0.70
ENSG00000121410	ENSG00000135541	0.70
ENSG00000121410	ENSG00000163602	0.70
ENSG00000121410	ENSG00000165804	0.70
ENSG00000121410	ENSG00000128059	0.70
ENSG00000121410	ENSG00000198482	0.70
ENSG00000121410	ENSG00000168389	0.70
ENSG00000121410	ENSG00000111275	0.70
ENSG00000121410	ENSG00000168495	0.70
ENSG00000121410	ENSG00000095932	0.70
ENSG00000121410	ENSG00000174672	0.70
ENSG00000121410	ENSG00000144591	0.70
ENSG00000121410	ENSG00000110697	0.70
ENSG00000121410	ENSG00000124766	0.70
ENSG00000121410	ENSG00000213139	0.70
ENSG00000121410	ENSG00000071859	0.69
ENSG00000121410	ENSG00000198315	0.69
ENSG00000121410	ENSG00000185760	0.69
ENSG00000121410	ENSG00000005238	0.69
ENSG00000121410	ENSG00000178821	0.69
ENSG00000121410	ENSG00000033867	0.69
ENSG00000121410	ENSG00000144649	0.69
ENSG00000121410	ENSG00000183918	0.69
ENSG00000121410	ENSG00000162714	0.69
ENSG00000121410	ENSG00000103811	0.69
ENSG00000121410	ENSG00000104679	0.69
ENSG00000121410	ENSG00000186732	0.69
ENSG00000121410	ENSG00000113083	0.69
ENSG00000121410	ENSG00000160446	0.69
ENSG00000121410	ENSG00000102158	0.69
ENSG00000121410	ENSG00000158874	0.69
ENSG00000121410	ENSG00000186162	0.69
ENSG00000121410	ENSG00000169962	0.69
ENSG00000121410	ENSG00000223509	0.69
ENSG00000121410	ENSG00000125735	0.69
ENSG00000121410	ENSG00000114796	0.69
ENSG00000121410	ENSG00000107140	0.69
ENSG00000121410	ENSG00000149781	0.69
ENSG00000121410	ENSG00000237819	0.69
ENSG00000121410	ENSG00000078674	0.69
ENSG00000121410	ENSG00000267041	0.69
ENSG00000121410	ENSG00000076928	0.69
ENSG00000121410	ENSG00000196415	0.69
ENSG00000121410	ENSG00000243364	0.69
ENSG00000121410	ENSG00000147894	0.69
ENSG00000121410	ENSG00000112182	0.69
ENSG00000121410	ENSG00000163795	0.69
ENSG00000121410	ENSG00000152147	0.69
ENSG00000121410	ENSG00000179526	0.69
ENSG00000121410	ENSG00000162944	0.69
ENSG00000121410	ENSG00000109107	0.69
ENSG00000121410	ENSG00000185198	0.69
ENSG00000121410	ENSG00000013563	0.69
ENSG00000121410	ENSG00000105607	0.69
ENSG00000121410	ENSG00000247516	0.69
ENSG00000121410	ENSG00000137809	0.69
ENSG00000121410	ENSG00000113532	0.69
ENSG00000121410	ENSG00000162746	0.69
ENSG00000121410	ENSG00000140612	0.69
ENSG00000121410	ENSG00000115073	0.69
ENSG00000121410	ENSG00000184900	0.69
ENSG00000121410	ENSG00000106689	0.69
ENSG00000121410	ENSG00000231806	0.69
ENSG00000121410	ENSG00000109814	0.69
ENSG00000121410	ENSG00000219438	0.68
ENSG00000121410	ENSG00000095564	0.68
ENSG00000121410	ENSG00000135404	0.68
ENSG00000121410	ENSG00000113719	0.68
ENSG00000121410	ENSG00000204642	0.68
ENSG00000121410	ENSG00000182831	0.68
ENSG00000121410	ENSG00000161551	0.68
ENSG00000121410	ENSG00000159496	0.68
ENSG00000121410	ENSG00000134056	0.68
ENSG00000121410	ENSG00000158106	0.68
ENSG00000121410	ENSG00000130725	0.68
ENSG00000121410	ENSG00000104852	0.68
ENSG00000121410	ENSG00000149380	0.68
ENSG00000121410	ENSG00000205116	0.68
ENSG00000121410	ENSG00000141034	0.68
ENSG00000121410	ENSG00000273117	0.68
ENSG00000121410	ENSG00000183513	0.68
ENSG00000121410	ENSG00000084731	0.68
ENSG00000121410	ENSG00000173451	0.68
ENSG00000121410	ENSG00000152133	0.68
ENSG00000121410	ENSG00000106366	0.68
ENSG00000121410	ENSG00000249476	0.68
ENSG00000121410	ENSG00000129493	0.68
ENSG00000121410	ENSG00000162825	0.68
ENSG00000121410	ENSG00000181408	0.68
ENSG00000121410	ENSG00000167535	0.68
ENSG00000121410	ENSG00000123562	0.68
ENSG00000121410	ENSG00000174004	0.68
ENSG00000121410	ENSG00000100979	0.68
ENSG00000121410	ENSG00000065361	0.68
ENSG00000121410	ENSG00000143479	0.68
ENSG00000121410	ENSG00000196743	0.68
ENSG00000121410	ENSG00000100652	0.68
ENSG00000121410	ENSG00000007392	0.68
ENSG00000121410	ENSG00000110628	0.68
ENSG00000121410	ENSG00000104660	0.68
ENSG00000121410	ENSG00000119227	0.68
ENSG00000121410	ENSG00000141580	0.68
ENSG00000121410	ENSG00000114331	0.68
ENSG00000121410	ENSG00000181284	0.68
ENSG00000121410	ENSG00000104951	0.68
ENSG00000121410	ENSG00000169621	0.67
ENSG00000121410	ENSG00000188070	0.67
ENSG00000121410	ENSG00000137561	0.67
ENSG00000121410	ENSG00000136856	0.67
ENSG00000121410	ENSG00000130741	0.67
ENSG00000121410	ENSG00000183837	0.67
ENSG00000121410	ENSG00000126709	0.67
ENSG00000121410	ENSG00000114115	0.67
ENSG00000121410	ENSG00000166398	0.67
ENSG00000121410	ENSG00000171657	0.67
ENSG00000121410	ENSG00000124380	0.67
ENSG00000121410	ENSG00000092140	0.67
ENSG00000121410	ENSG00000291127	0.67
ENSG00000121410	ENSG00000099860	0.67
ENSG00000121410	ENSG00000073605	0.67
ENSG00000121410	ENSG00000283141	0.67
ENSG00000121410	ENSG00000105552	0.67
ENSG00000121410	ENSG00000184060	0.67
ENSG00000121410	ENSG00000263753	0.67
ENSG00000121410	ENSG00000242802	0.67
ENSG00000121410	ENSG00000123178	0.67
ENSG00000121410	ENSG00000156136	0.67
ENSG00000121410	ENSG00000177051	0.67
ENSG00000121410	ENSG00000167799	0.67
ENSG00000121410	ENSG00000112167	0.67
ENSG00000121410	ENSG00000169814	0.67
ENSG00000121410	ENSG00000186106	0.67
ENSG00000121410	ENSG00000036530	0.67
ENSG00000121410	ENSG00000172578	0.67
ENSG00000121410	ENSG00000168135	0.67
ENSG00000121410	ENSG00000154262	0.67
ENSG00000121410	ENSG00000159348	0.67
ENSG00000121410	ENSG00000058262	0.67
ENSG00000121410	ENSG00000197696	0.67
ENSG00000121410	ENSG00000126432	0.67
ENSG00000121410	ENSG00000124260	0.67
ENSG00000121410	ENSG00000165795	0.67
ENSG00000121410	ENSG00000011028	0.67
ENSG00000121410	ENSG00000067191	0.67
ENSG00000121410	ENSG00000103249	0.66
ENSG00000121410	ENSG00000142188	0.66
ENSG00000121410	ENSG00000198853	0.66
ENSG00000121410	ENSG00000213123	0.66
ENSG00000121410	ENSG00000184905	0.66
ENSG00000121410	ENSG00000167654	0.66
ENSG00000121410	ENSG00000179083	0.66
ENSG00000121410	ENSG00000024422	0.66
ENSG00000121410	ENSG00000160908	0.66
ENSG00000121410	ENSG00000164972	0.66
ENSG00000121410	ENSG00000077232	0.66
ENSG00000121410	ENSG00000123329	0.66
ENSG00000121410	ENSG00000174529	0.66
ENSG00000121410	ENSG00000169508	0.66
ENSG00000121410	ENSG00000175105	0.66
ENSG00000121410	ENSG00000137210	0.66
ENSG00000121410	ENSG00000046647	0.66
ENSG00000121410	ENSG00000107404	0.66
ENSG00000121410	ENSG00000181467	0.66
ENSG00000121410	ENSG00000143418	0.66
ENSG00000121410	ENSG00000240889	0.66
ENSG00000121410	ENSG00000204227	0.66
ENSG00000121410	ENSG00000067113	0.66
ENSG00000121410	ENSG00000213199	0.66
ENSG00000121410	ENSG00000084110	0.66
ENSG00000121410	ENSG00000107854	0.66
ENSG00000121410	ENSG00000070759	0.66
ENSG00000121410	ENSG00000069667	0.66
ENSG00000121410	ENSG00000172955	0.66
ENSG00000121410	ENSG00000170293	0.66
ENSG00000121410	ENSG00000175182	0.66
ENSG00000121410	ENSG00000168374	0.66
ENSG00000121410	ENSG00000267680	0.66
ENSG00000121410	ENSG00000167363	0.66
ENSG00000121410	ENSG00000086696	0.66
ENSG00000121410	ENSG00000186897	0.66
ENSG00000121410	ENSG00000185624	0.66
ENSG00000121410	ENSG00000182796	0.66
ENSG00000121410	ENSG00000166432	0.66
ENSG00000121410	ENSG00000162591	0.66
ENSG00000121410	ENSG00000156587	0.66
ENSG00000121410	ENSG00000185008	0.65
ENSG00000121410	ENSG00000134072	0.65
ENSG00000121410	ENSG00000114520	0.65
ENSG00000121410	ENSG00000256628	0.65
ENSG00000121410	ENSG00000255008	0.65
ENSG00000121410	ENSG00000291057	0.65
ENSG00000121410	ENSG00000112893	0.65
ENSG00000121410	ENSG00000165905	0.65
ENSG00000121410	ENSG00000184731	0.65
ENSG00000121410	ENSG00000167614	0.65
ENSG00000121410	ENSG00000235098	0.65
ENSG00000121410	ENSG00000100142	0.65
ENSG00000121410	ENSG00000164175	0.65
ENSG00000121410	ENSG00000124602	0.65
ENSG00000121410	ENSG00000253953	0.65
ENSG00000121410	ENSG00000264343	0.65
ENSG00000121410	ENSG00000232301	0.65
ENSG00000121410	ENSG00000187688	0.65
ENSG00000121410	ENSG00000170634	0.65
ENSG00000121410	ENSG00000178199	0.65
ENSG00000121410	ENSG00000261716	0.65
ENSG00000121410	ENSG00000212694	0.65
ENSG00000121410	ENSG00000137404	0.65
ENSG00000121410	ENSG00000167701	0.65
ENSG00000121410	ENSG00000081320	0.65
ENSG00000121410	ENSG00000138172	0.65
ENSG00000121410	ENSG00000162961	0.65
ENSG00000121410	ENSG00000145029	0.65
ENSG00000121410	ENSG00000089163	0.65
ENSG00000121410	ENSG00000222036	0.65
ENSG00000121410	ENSG00000116396	0.65
ENSG00000121410	ENSG00000189292	0.65
ENSG00000121410	ENSG00000283674	0.65
ENSG00000121410	ENSG00000145687	0.65
ENSG00000121410	ENSG00000144401	0.65
ENSG00000121410	ENSG00000168393	0.65
ENSG00000121410	ENSG00000254709	0.65
ENSG00000121410	ENSG00000141002	0.65
ENSG00000121410	ENSG00000122585	0.65
ENSG00000121410	ENSG00000283632	0.65
ENSG00000121410	ENSG00000186654	0.65
ENSG00000121410	ENSG00000203782	0.65
ENSG00000121410	ENSG00000204252	0.65
ENSG00000121410	ENSG00000164933	0.65
ENSG00000121410	ENSG00000160131	0.65
ENSG00000121410	ENSG00000166002	0.65
ENSG00000121410	ENSG00000180773	0.65
ENSG00000121410	ENSG00000165617	0.65
ENSG00000121410	ENSG00000136573	0.65
ENSG00000121410	ENSG00000239213	0.65
ENSG00000121410	ENSG00000151414	0.65
ENSG00000121410	ENSG00000186862	0.64
ENSG00000121410	ENSG00000240694	0.64
ENSG00000121410	ENSG00000114857	0.64
ENSG00000121410	ENSG00000130159	0.64
ENSG00000121410	ENSG00000219481	0.64
ENSG00000121410	ENSG00000074181	0.64
ENSG00000121410	ENSG00000141569	0.64
ENSG00000121410	ENSG00000164096	0.64
ENSG00000121410	ENSG00000231584	0.64
ENSG00000121410	ENSG00000146833	0.64
ENSG00000121410	ENSG00000067064	0.64
ENSG00000121410	ENSG00000140650	0.64
ENSG00000121410	ENSG00000166037	0.64
ENSG00000121410	ENSG00000291105	0.64
ENSG00000121410	ENSG00000162241	0.64
ENSG00000121410	ENSG00000104983	0.64
ENSG00000121410	ENSG00000100968	0.64
ENSG00000121410	ENSG00000153989	0.64
ENSG00000121410	ENSG00000182400	0.64
ENSG00000121410	ENSG00000100425	0.64
ENSG00000121410	ENSG00000206503	0.64
ENSG00000121410	ENSG00000185414	0.64
