db_reference|evidence|label|qualifier|source_id|source_type|target_id|target_type|taxon_id
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A4D2B0|protein|GO_0090502|biological_process|9606
"[""PMID:30507380""]"|IMP|involved_in|"[""involved_in""]"|A4D2B0|protein|GO_1900087|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A4D2B8|protein|GO_0006298|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A4D2B8|protein|GO_0016310|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A4D2G3|protein|GO_0007186|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4D2P6|protein|GO_0060292|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4D2P6|protein|GO_0099072|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4D2P6|protein|GO_0099566|biological_process|9606
"[""PMID:17289582""]"|IDA|involved_in|"[""involved_in""]"|A4GXA9|protein|GO_0006302|biological_process|9606
"[""PMID:17289582""]"|IDA|involved_in|"[""involved_in""]"|A4GXA9|protein|GO_0031297|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A4IF30|protein|GO_0055085|biological_process|9606
"[""GO_REF:0000043""]"|IEA|involved_in|"[""involved_in""]"|A4QPH2|protein|GO_0016310|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A4QPH2|protein|GO_0046854|biological_process|9606
"[""GO_REF:0000002""]"|IEA|involved_in|"[""involved_in""]"|A4QPH2|protein|GO_0048015|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4UGR9|protein|GO_0003281|biological_process|9606
"[""GO_REF:0000015""]"|ND|involved_in|"[""involved_in""]"|A4UGR9|protein|GO_0008150|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4UGR9|protein|GO_0045216|biological_process|9606
"[""GO_REF:0000107""]"|IEA|involved_in|"[""involved_in""]"|A4UGR9|protein|GO_0055008|biological_process|9606
"[""PMID:23580065""]"|HEP|involved_in|"[""involved_in""]"|A5A3E0|protein|GO_0001895|biological_process|9606
"[""GO_REF:0000108""]"|IEA|involved_in|"[""involved_in""]"|A5A3E0|protein|GO_0098974|biological_process|9606
"[""PMID:18160536""]"|ISS|involved_in|"[""involved_in""]"|A5D6W6|protein|GO_0010890|biological_process|9606
"[""PMID:18160536""]"|ISS|involved_in|"[""involved_in""]"|A5D6W6|protein|GO_0034389|biological_process|9606
"[""GO_REF:0000024""]"|ISS|involved_in|"[""involved_in""]"|A5D6W6|protein|GO_0140042|biological_process|9606
"[""PMID:20588296""]"|TAS|involved_in|"[""involved_in""]"|A5D8V6|protein|GO_0016236|biological_process|9606
"[""PMID:20588296""]"|TAS|involved_in|"[""involved_in""]"|A5D8V6|protein|GO_0036258|biological_process|9606
"[""PMID:20588296""]"|TAS|involved_in|"[""involved_in""]"|A5D8V6|protein|GO_0039702|biological_process|9606
"[""PMID:32424346""]"|NAS|involved_in|"[""involved_in""]"|A5D8V6|protein|GO_0043328|biological_process|9606
