db_reference|evidence|label|qualifier|source_id|source_type|target_id|target_type|taxon_id
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A1W2PQL4|protein|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A1W2PR64|protein|GO_0046982|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|A0A1W2PR75|protein|GO_0017018|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A1W2PRN6|protein|GO_0046982|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A1W2PRV1|protein|GO_0046982|molecular_function|9606
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|A0A286YF18|protein|GO_0003674|molecular_function|9606
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|A0A2R8Y2Y2|protein|GO_0003674|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8Y4L2|protein|GO_0003723|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8Y4L6|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8Y4M4|protein|GO_0046872|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8Y619|protein|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R8Y619|protein|GO_0030527|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R8Y619|protein|GO_0046982|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8YED5|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8YEG4|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8YEH3|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R8YEV3|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R8YFR7|protein|GO_0005085|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A2R9YJI8|protein|GO_0004497|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R9YJI8|protein|GO_0005506|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R9YJI8|protein|GO_0016705|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A2R9YJI8|protein|GO_0020037|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A3B3IRV3|protein|GO_0003723|molecular_function|9606
"[""PMID:32958672""]"|IPI|enables|"[""enables""]"|A0A3B3IS91|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A3B3IT33|protein|GO_0008270|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A3B3IT45|protein|GO_0004930|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A3B3IU63|protein|GO_0030527|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A3B3IU63|protein|GO_0046982|molecular_function|9606
"[""PMID:30367041""]"|IPI|enables|"[""enables""]"|A0A455ZAR2|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A590UK10|protein|GO_0005085|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0A5B6|protein|GO_0042605|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A5F9ZHS7|protein|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A5F9ZHS7|protein|GO_0003700|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A7I2V3R4|protein|GO_0046872|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A7P0TAN4|protein|GO_0046872|molecular_function|9606
"[""PMID:36631436""]"|IPI|enables|"[""enables""]"|A0A7P0TBJ1|protein|GO_0005515|molecular_function|9606
"[""PMID:36631436""]"|IPI|enables|"[""enables""]"|A0A7P0TBJ1|protein|GO_0031625|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A804HLA8|protein|GO_0031681|molecular_function|9606
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|A0A8I5KQE6|protein|GO_0003735|molecular_function|9606
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|A0A8I5KQE6|protein|GO_0005055|molecular_function|9606
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|A0A8I5KQE6|protein|GO_0043236|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A8I5KW96|protein|GO_0004017|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A8I5KW96|protein|GO_0005524|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A8I5KW96|protein|GO_0005525|molecular_function|9606
"[""GO_REF:0000104""]"|IEA|enables|"[""enables""]"|A0A8I5KW96|protein|GO_0046899|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A8Q3SIG1|protein|GO_0005319|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A8Q3WKH5|protein|GO_0003677|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A8Q3WKH5|protein|GO_0030527|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0A8Q3WKH5|protein|GO_0046982|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0A8V8TLD8|protein|GO_0046872|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0AV02|protein|GO_0005515|molecular_function|9606
"[""PMID:22658674""]"|HDA|enables|"[""enables""]"|A0AV96|protein|GO_0003723|molecular_function|9606
"[""PMID:34160127""]"|IDA|enables|"[""enables""]"|A0AV96|protein|GO_0003730|molecular_function|9606
"[""PMID:24916387""]"|IPI|enables|"[""enables""]"|A0AV96|protein|GO_0005515|molecular_function|9606
"[""PMID:24916387""]"|IPI|enables|"[""enables""]"|A0AV96|protein|GO_0019899|molecular_function|9606
"[""PMID:24916387""]"|IDA|enables|"[""enables""]"|A0AV96|protein|GO_0140767|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0AVI4|protein|GO_0046872|molecular_function|9606
"[""PMID:24807418""]"|EXP|enables|"[""enables""]"|A0AVI4|protein|GO_0061630|molecular_function|9606
"[""PMID:16179649""]"|IDA|enables|"[""enables""]"|A0AVK6|protein|GO_0000978|molecular_function|9606
"[""GO_REF:0000113""]"|ISA|enables|"[""enables""]"|A0AVK6|protein|GO_0000981|molecular_function|9606
"[""PMID:22903062""]"|IDA|enables|"[""enables""]"|A0AVK6|protein|GO_0000987|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A0AVK6|protein|GO_0001217|molecular_function|9606
"[""PMID:16179649""]"|IDA|enables|"[""enables""]"|A0AVK6|protein|GO_0001227|molecular_function|9606
"[""PMID:22903062""]"|IMP|enables|"[""enables""]"|A0AVK6|protein|GO_0003700|molecular_function|9606
"[""PMID:18202719""]"|IPI|enables|"[""enables""]"|A0AVK6|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0AVK6|protein|GO_0042802|molecular_function|9606
"[""PMID:28473536""]"|IDA|enables|"[""enables""]"|A0AVK6|protein|GO_1990837|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|A0AVT1|protein|GO_0004839|molecular_function|9606
"[""PMID:17889673""]"|IPI|enables|"[""enables""]"|A0AVT1|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0AVT1|protein|GO_0005524|molecular_function|9606
"[""PMID:17889673""]"|IMP|enables|"[""enables""]"|A0AVT1|protein|GO_0019780|molecular_function|9606
"[""PMID:24373768""]"|IDA|enables|"[""enables""]"|A0FGR8|protein|GO_0005509|molecular_function|9606
"[""PMID:22119785""]"|IPI|enables|"[""enables""]"|A0FGR8|protein|GO_0005515|molecular_function|9606
"[""PMID:17360437""]"|IDA|enables|"[""enables""]"|A0FGR8|protein|GO_0005544|molecular_function|9606
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|A0FGR8|protein|GO_0008429|molecular_function|9606
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|A0FGR8|protein|GO_0031210|molecular_function|9606
"[""PMID:24847877""]"|IDA|enables|"[""enables""]"|A0FGR8|protein|GO_0035091|molecular_function|9606
"[""PMID:23791178""]"|IPI|enables|"[""enables""]"|A0FGR8|protein|GO_0042802|molecular_function|9606
"[""PMID:25468996""]"|HDA|enables|"[""enables""]"|A0FGR8|protein|GO_0045296|molecular_function|9606
"[""PMID:23791178""]"|IPI|enables|"[""enables""]"|A0FGR9|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A0JLT2|protein|GO_0003712|molecular_function|9606
"[""PMID:14576168""]"|IPI|enables|"[""enables""]"|A0JLT2|protein|GO_0005515|molecular_function|9606
"[""PMID:20163565""]"|IPI|enables|"[""enables""]"|A0JNW5|protein|GO_0005515|molecular_function|9606
"[""PMID:20163565""]"|IPI|enables|"[""enables""]"|A0JNW5|protein|GO_0042803|molecular_function|9606
"[""PMID:20163565""]"|IDA|enables|"[""enables""]"|A0JNW5|protein|GO_0062069|molecular_function|9606
"[""PMID:35499567""]"|IDA|enables|"[""enables""]"|A0JNW5|protein|GO_0120013|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0JP26|protein|GO_0005515|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A0MZ66|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0MZ66|protein|GO_0019894|molecular_function|9606
"[""PMID:25468996""]"|HDA|enables|"[""enables""]"|A0MZ66|protein|GO_0045296|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A0MZ66|protein|GO_0051015|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0PJE2|protein|GO_0016491|molecular_function|9606
"[""Reactome:R-HSA-8876283""]"|TAS|enables|"[""enables""]"|A0PJK1|protein|GO_0015370|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0PJK1|protein|GO_0140929|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0PJK1|protein|GO_0140930|molecular_function|9606
"[""PMID:34969438""]"|IDA|enables|"[""enables""]"|A0PJW6|protein|GO_0097177|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0PJW8|protein|GO_0005515|molecular_function|9606
"[""PMID:22779914""]"|IDA|enables|"[""enables""]"|A0PJX0|protein|GO_0000287|molecular_function|9606
"[""PMID:22779914""]"|IDA|enables|"[""enables""]"|A0PJX0|protein|GO_0005509|molecular_function|9606
"[""PMID:22779914""]"|IPI|enables|"[""enables""]"|A0PJX0|protein|GO_0005515|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A0PJX4|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A0PJY2|protein|GO_0001227|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0PJY2|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A0PJY2|protein|GO_0046872|molecular_function|9606
"[""PMID:19940119""]"|IDA|enables|"[""enables""]"|A0PJZ3|protein|GO_0035252|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|A0PJZ3|protein|GO_0140563|molecular_function|9606
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|A0PK00|protein|GO_0003674|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A0PK00|protein|GO_0005515|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0PK05|protein|GO_0005515|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A0PK11|protein|GO_0005515|molecular_function|9606
"[""Reactome:R-HSA-8981637""]"|TAS|enables|"[""enables""]"|A1A4S6|protein|GO_0005096|molecular_function|9606
"[""PMID:11432776""]"|IPI|enables|"[""enables""]"|A1A4S6|protein|GO_0005515|molecular_function|9606
"[""PMID:29420192""]"|IDA|enables|"[""enables""]"|A1A4Y4|protein|GO_0003924|molecular_function|9606
"[""PMID:30612879""]"|IDA|enables|"[""enables""]"|A1A4Y4|protein|GO_0003925|molecular_function|9606
"[""PMID:25891078""]"|IPI|enables|"[""enables""]"|A1A4Y4|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1A4Y4|protein|GO_0005525|molecular_function|9606
"[""PMID:25891078""]"|IPI|enables|"[""enables""]"|A1A4Y4|protein|GO_0019901|molecular_function|9606
"[""PMID:25891078""]"|IDA|enables|"[""enables""]"|A1A4Y4|protein|GO_0030674|molecular_function|9606
"[""PMID:25891078""]"|IDA|enables|"[""enables""]"|A1A4Y4|protein|GO_0043539|molecular_function|9606
"[""PMID:25891078""]"|IMP|enables|"[""enables""]"|A1A4Y4|protein|GO_0050700|molecular_function|9606
"[""PMID:25891078""]"|IMP|enables|"[""enables""]"|A1A4Y4|protein|GO_0051434|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1A519|protein|GO_0003677|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1A519|protein|GO_0046872|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1A580|protein|GO_0005515|molecular_function|9606
"[""PMID:22946059""]"|IMP|enables|"[""enables""]"|A1A5B4|protein|GO_0005229|molecular_function|9606
"[""PMID:21525870""]"|IPI|enables|"[""enables""]"|A1A5B4|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A1A5B4|protein|GO_0017128|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1A5C7|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A1A5C7|protein|GO_0022857|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1A5D9|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000107""]"|IEA|enables|"[""enables""]"|A1A5D9|protein|GO_0031267|molecular_function|9606
"[""PMID:25911094""]"|IPI|enables|"[""enables""]"|A1E959|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1KZ92|protein|GO_0004519|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1KZ92|protein|GO_0004601|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1KZ92|protein|GO_0020037|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1KZ92|protein|GO_0046872|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|A1KZ92|protein|GO_0140825|molecular_function|9606
"[""PMID:22681889""]"|HDA|enables|"[""enables""]"|A1L020|protein|GO_0003723|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1L020|protein|GO_0046872|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A1L0T0|protein|GO_0000287|molecular_function|9606
"[""GO_REF:0000015""]"|ND|enables|"[""enables""]"|A1L0T0|protein|GO_0003674|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L0T0|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1L0T0|protein|GO_0016829|molecular_function|9606
"[""GO_REF:0000002""]"|IEA|enables|"[""enables""]"|A1L0T0|protein|GO_0030976|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L162|protein|GO_0005515|molecular_function|9606
"[""PMID:24000165""]"|IPI|enables|"[""enables""]"|A1L167|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1L167|protein|GO_0005524|molecular_function|9606
"[""PMID:24000165""]"|IDA|enables|"[""enables""]"|A1L167|protein|GO_0061631|molecular_function|9606
"[""PMID:32296183""]"|IPI|enables|"[""enables""]"|A1L168|protein|GO_0005515|molecular_function|9606
"[""PMID:27499296""]"|IPI|enables|"[""enables""]"|A1L188|protein|GO_0005515|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L190|protein|GO_0005515|molecular_function|9606
"[""PMID:27555588""]"|IDA|enables|"[""enables""]"|A1L390|protein|GO_0003779|molecular_function|9606
"[""Reactome:R-HSA-9013159""]"|TAS|enables|"[""enables""]"|A1L390|protein|GO_0005085|molecular_function|9606
"[""PMID:20937905""]"|IPI|enables|"[""enables""]"|A1L3X0|protein|GO_0005515|molecular_function|9606
"[""PMID:19826053""]"|EXP|enables|"[""enables""]"|A1L3X0|protein|GO_0009922|molecular_function|9606
"[""GO_REF:0000116""]"|IEA|enables|"[""enables""]"|A1L3X0|protein|GO_0102336|molecular_function|9606
"[""GO_REF:0000003""]"|IEA|enables|"[""enables""]"|A1L3X0|protein|GO_0102756|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L3X4|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000043""]"|IEA|enables|"[""enables""]"|A1L3X4|protein|GO_0046872|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L429|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1L4H1|protein|GO_0001968|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1L4H1|protein|GO_0005044|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L4H1|protein|GO_0005515|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1L4H1|protein|GO_0043236|molecular_function|9606
"[""GO_REF:0000024""]"|ISS|enables|"[""enables""]"|A1L4H1|protein|GO_0050840|molecular_function|9606
"[""PMID:25416956""]"|IPI|enables|"[""enables""]"|A1L4K1|protein|GO_0005515|molecular_function|9606
"[""PMID:19755710""]"|IPI|enables|"[""enables""]"|A1X283|protein|GO_0005515|molecular_function|9606
